#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-26T17:58:50 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-26T17:58:50	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/633/A51/handbook&-out.all&-out.max=500	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36330051
#Name: J/A+A/633/A51
#Title: Distances to molecular clouds in SFR (Zucker+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/a+a/633/a51	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/633/a51	    IVOID of underlying data collection
#INFO	creator=Zucker C.	    First author or institution
#INFO	cites=bibcode:2020A&A...633A..51Z	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/633/A51	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36330051	    Dataset identifier that can be used for citation
#INFO	publication_date=2022-01-14	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_A_A_633_A51_handbook:
#Name: J/A+A/633/A51/handbook
#Title: Star Formation Handbook Cloud Distances (table A1)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a17)	Cloud/star-forming region associated with sightline	[ucd=meta.id;meta.main]
#Column	GLON	(F5.1)	Galactic longitude of center of sightline	[ucd=pos.galactic.lon]
#Column	GLAT	(F5.1)	Galactic latitude of center of sightline	[ucd=pos.galactic.lat]
#Column	n16	(F7.4)	16th percentile of the samples for the normalization factor parameter N	[ucd=stat.error]
#Column	n50	(F7.4)	50th percentile of the samples for the normalization factor parameter N	[ucd=stat.fit.param]
#Column	n84	(F7.4)	84th percentile of the samples for the normalization factor parameter N	[ucd=stat.error]
#Column	f16	(F7.4)	16th percentile of the samples for the foreground extinction parameter f	[ucd=stat.error]
#Column	f50	(F7.4)	50th percentile of the samples for the foreground extinction parameter f	[ucd=obs.atmos.extinction]
#Column	f84	(F7.4)	84th percentile of the samples for the foreground extinction parameter f	[ucd=stat.error]
#Column	m16	(F7.4)	16th percentile of the samples for the cloud distance modulus mu_c	[ucd=stat.error]
#Column	m50	(F7.4)	50th percentile of the samples for the cloud distance modulus mu_c	[ucd=phot.mag.distMod]
#Column	m84	(F7.4)	84th percentile of the samples for the cloud distance modulus mu_c	[ucd=stat.error]
#Column	d16	(I4)	16th percentile of the samples for the cloud distance D_c	[ucd=stat.error]
#Column	d50	(I4)	50th percentile of the samples for the cloud distance D_c	[ucd=pos.distance]
#Column	d84	(I4)	84th percentile of the samples for the cloud distance D_c	[ucd=stat.error]
#Column	p16	(F7.4)	16th percentile of the samples for the fraction of outlier stars Pb	[ucd=stat.error]
#Column	p50	(F7.4)	50th percentile of the samples for the fraction of outlier stars Pb	[ucd=stat]
#Column	p84	(F7.4)	84th percentile of the samples for the fraction of outlier stars Pb	[ucd=stat.error]
#Column	sfore16	(F7.4)	16th percentile of the samples for the foreground smoothing parameter sfore	[ucd=stat.error]
#Column	sfore50	(F7.4)	50th percentile of the samples for the foreground smoothing parameter sfore	[ucd=stat.fit.param]
#Column	sfore84	(F7.4)	84th percentile of the samples for the foreground smoothing parameter sfore	[ucd=stat.error]
#Column	sback16	(F7.4)	16th percentile of the samples for the background smoothing parameter sback	[ucd=stat.error]
#Column	sback50	(F7.4)	50th percentile of the samples for the background smoothing parameter sback	[ucd=stat.fit.param]
#Column	sback84	(F7.4)	84th percentile of the samples for the background smoothing parameter sback	[ucd=stat.error]
#Column	new	(I1)	[0/1]? Whether the sightline is novel to this work (1), or taken from Zucker et al. 2019ApJ...879..125Z (0) (1)	[ucd=meta.code]
#Column	SimbadName	(a35)	Simbad column added by the CDS	[ucd=meta.id]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F8.4)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
recno	Name	GLON	GLAT	n16	n50	n84	f16	f50	f84	m16	m50	m84	d16	d50	d84	p16	p50	p84	sfore16	sfore50	sfore84	sback16	sback50	sback84	new	SimbadName	_RA.icrs	_DE.icrs
     203	Northern_Coalsack	091.3	+04.2	 0.3292	 0.3327	 0.3364	 0.8512	 0.8610	 0.8709	 8.7832	 8.8079	 8.8385	 570	 577	 585	 0.2504	 0.2781	 0.3064	 0.0588	 0.0645	 0.0726	 0.1876	 0.1904	 0.1940	1	Northern_Coalsack                  	314.4780	+52.1040
     204	Northern_Coalsack	092.6	+03.5	 0.2895	 0.2923	 0.2952	 0.6971	 0.9447	 0.9566	 8.6948	 8.7462	 8.7974	 548	 561	 574	 0.1068	 0.1454	 0.1730	 0.0719	 0.0843	 0.0930	 0.1475	 0.1534	 0.1607	1	Northern_Coalsack                  	316.7423	+52.6143
     205	Northern_Coalsack	092.2	+04.3	 0.4052	 0.4082	 0.4112	 0.4998	 0.5332	 0.5675	 8.6607	 8.6929	 8.7152	 539	 547	 553	 0.0702	 0.0986	 0.1302	 0.0422	 0.0481	 0.0545	 0.2062	 0.2096	 0.2136	1	Northern_Coalsack                  	315.3175	+52.8484
     206	Ophiuchus        	352.7	+15.4	 0.6150	 0.6212	 0.6272	 0.1716	 0.1754	 0.1781	 5.6877	 5.7299	 5.7703	 137	 139	 142	 0.0343	 0.0427	 0.0523	 0.0299	 0.0372	 0.0466	 0.0336	 0.0360	 0.0388	0	Ophiuchus                          	247.6039	-25.6645
     207	Ophiuchus        	355.2	+16.0	 0.6619	 0.6677	 0.6734	 0.1932	 0.1972	 0.1998	 5.5050	 5.5405	 5.5959	 126	 128	 131	 0.0248	 0.0310	 0.0391	 0.0231	 0.0285	 0.0363	 0.0447	 0.0474	 0.0502	0	Ophiuchus                          	248.8202	-23.4444
     208	Ophiuchus        	357.1	+15.7	 0.6925	 0.6987	 0.7047	 0.1486	 0.1537	 0.1558	 5.2968	 5.3637	 5.4616	 114	 118	 123	 0.0226	 0.0283	 0.0349	 0.0281	 0.0345	 0.0438	 0.0307	 0.0330	 0.0351	0	Ophiuchus                          	250.3291	-22.2210
     209	Ophiuchus_Arc    	349.9	+16.6	 0.7496	 0.7546	 0.7595	 0.4955	 0.4998	 0.5032	 6.0575	 6.1161	 6.1838	 162	 167	 172	 0.0228	 0.0292	 0.0364	 0.0986	 0.1239	 0.1459	 0.0332	 0.0353	 0.0373	1	                                   	244.5984	-26.8561
     210	Ophiuchus_Arc    	349.3	+14.9	 0.6799	 0.6847	 0.6896	 0.1397	 0.1763	 0.2193	 5.9186	 5.9533	 5.9918	 152	 155	 157	 0.0246	 0.0300	 0.0366	 0.0196	 0.0243	 0.0302	 0.0370	 0.0386	 0.0404	1	                                   	245.5561	-28.4385
     211	Ophiuchus_Arc    	352.4	+18.3	 0.6926	 0.6983	 0.7041	 0.1659	 0.2480	 0.3617	 5.5249	 5.5723	 5.6183	 127	 130	 132	 0.0613	 0.0750	 0.0921	 0.0327	 0.0412	 0.0553	 0.0492	 0.0524	 0.0559	1	                                   	245.0070	-23.9508
     212	Ophiuchus_B44    	359.2	+12.0	 0.6279	 0.6340	 0.6400	 0.2373	 0.2805	 0.2839	 5.8121	 5.8683	 5.9441	 145	 149	 154	 0.0254	 0.0313	 0.0382	 0.0268	 0.0332	 0.0416	 0.0394	 0.0411	 0.0429	1	Barnard 44                         	254.8492	-22.8682
     213	Ophiuchus_B44    	357.1	+13.1	 0.6326	 0.6373	 0.6421	 0.1934	 0.3301	 0.3898	 5.7356	 5.8101	 5.8870	 140	 145	 150	 0.0411	 0.0492	 0.0588	 0.0323	 0.0404	 0.0512	 0.0379	 0.0397	 0.0416	1	Barnard 44                         	252.5444	-23.8347
     214	Ophiuchus_B44    	354.5	+15.0	 0.5813	 0.5853	 0.5898	 0.3617	 0.4786	 0.7416	 5.8857	 5.9449	 6.0031	 150	 154	 158	 0.0675	 0.0838	 0.1022	 0.0469	 0.0578	 0.0703	 0.0525	 0.0562	 0.0601	1	Barnard 44                         	249.1860	-24.6034
     215	Ophiuchus_B45    	358.6	+15.3	 0.6729	 0.6779	 0.6828	 0.2591	 0.3669	 0.3703	 5.5843	 5.7204	 5.7827	 130	 139	 143	 0.0298	 0.0370	 0.0452	 0.0330	 0.0422	 0.0546	 0.0399	 0.0419	 0.0439	1	Barnard 45                         	251.6326	-21.3355
     216	Ophiuchus_B45    	357.1	+15.6	 0.7060	 0.7104	 0.7151	 0.3452	 0.3502	 0.3529	 5.6892	 5.7711	 5.8558	 137	 142	 148	 0.0251	 0.0312	 0.0385	 0.0485	 0.0584	 0.0710	 0.0280	 0.0296	 0.0314	1	Barnard 45                         	250.4133	-22.2836
     217	Ophiuchus_B45    	355.6	+16.1	 0.6676	 0.6725	 0.6775	 0.1335	 0.1922	 0.2610	 5.5698	 5.6129	 5.6652	 130	 132	 135	 0.0300	 0.0371	 0.0457	 0.0246	 0.0320	 0.0411	 0.0425	 0.0446	 0.0467	1	Barnard 45                         	249.0044	-23.0851
     218	Ophiuchus_L1688  	353.2	+16.6	 0.5898	 0.5955	 0.6009	 0.1758	 0.2386	 0.3002	 5.6560	 5.7157	 5.7756	 135	 139	 142	 0.0435	 0.0559	 0.0715	 0.0250	 0.0317	 0.0399	 0.1022	 0.1079	 0.1141	1	LDN 1688                           	246.9553	-24.5129
     219	Ophiuchus_North  	008.4	+22.0	 0.7402	 0.7483	 0.7561	 0.3154	 0.3436	 0.3477	 5.0950	 5.1997	 5.3549	 104	 109	 117	 0.0291	 0.0364	 0.0449	 0.0363	 0.0482	 0.0623	 0.0446	 0.0472	 0.0498	1	                                   	251.7540	-09.8926
     220	Ophiuchus_North  	004.2	+18.2	 0.6610	 0.6663	 0.6716	 0.4803	 0.4850	 0.4890	 5.8315	 5.9053	 5.9512	 146	 151	 154	 0.0459	 0.0562	 0.0676	 0.0615	 0.0852	 0.1084	 0.0416	 0.0443	 0.0470	1	                                   	252.5885	-15.3078
     221	Ophiuchus_North  	006.5	+20.4	 0.7169	 0.7266	 0.7356	 0.3741	 0.3805	 0.3855	 5.4506	 5.6461	 5.7977	 123	 134	 144	 0.0408	 0.0503	 0.0613	 0.0497	 0.0625	 0.0783	 0.0455	 0.0482	 0.0511	1	                                   	252.0522	-12.2615
     222	Orion            	206.4	-15.4	 0.5983	 0.6050	 0.6115	 0.1592	 0.2024	 0.2483	 8.0736	 8.1839	 8.3158	 411	 433	 460	 0.0366	 0.0483	 0.0626	 0.0229	 0.0276	 0.0334	 0.0988	 0.1057	 0.1132	1	Orion                              	086.2152	-01.3456
     223	Orion            	209.0	-20.1	 0.7073	 0.7179	 0.7287	 0.2523	 0.2596	 0.2652	 7.9257	 7.9781	 8.0352	 384	 394	 404	 0.0233	 0.0303	 0.0396	 0.0292	 0.0351	 0.0420	 0.0957	 0.1010	 0.1066	0	Orion                              	083.1723	-05.7042
     224	Orion            	209.1	-19.9	 0.7401	 0.7522	 0.7651	 0.2088	 0.3455	 0.3603	 8.1469	 8.2427	 8.3619	 425	 445	 470	 0.0236	 0.0304	 0.0390	 0.0354	 0.0435	 0.0518	 0.0819	 0.0886	 0.0964	0	Orion                              	083.3943	-05.6978
     225	Orion            	212.2	-18.6	 0.6855	 0.6905	 0.6952	 0.2265	 0.2289	 0.2310	 8.3488	 8.3780	 8.4064	 467	 473	 480	 0.0233	 0.0286	 0.0353	 0.0295	 0.0345	 0.0418	 0.0514	 0.0538	 0.0564	0	Orion                              	085.8787	-07.7393
     226	Orion            	202.0	-13.3	 0.6766	 0.6802	 0.6840	 0.1968	 0.1984	 0.2000	 8.3502	 8.4115	 8.4582	 467	 481	 491	 0.0171	 0.0208	 0.0251	 0.0442	 0.0508	 0.0584	 0.0452	 0.0469	 0.0486	0	Orion                              	086.0371	+03.4027
     227	Orion            	205.7	-14.8	 0.6445	 0.6491	 0.6534	 0.2186	 0.2639	 0.3117	 8.0833	 8.2018	 8.3156	 413	 436	 460	 0.0268	 0.0335	 0.0418	 0.0249	 0.0296	 0.0359	 0.0745	 0.0781	 0.0818	1	Orion                              	086.4291	-00.4675
     228	Orion            	212.4	-19.9	 0.6154	 0.6223	 0.6291	 0.2608	 0.2678	 0.2727	 8.0055	 8.0920	 8.1432	 399	 415	 425	 0.0307	 0.0393	 0.0497	 0.0242	 0.0291	 0.0352	 0.0835	 0.0877	 0.0929	0	Orion                              	084.7818	-08.4785
     229	Orion            	208.4	-19.6	 0.6637	 0.6740	 0.6847	 0.1298	 0.1752	 0.2591	 7.9667	 8.0079	 8.0828	 392	 399	 413	 0.0421	 0.0536	 0.0677	 0.0231	 0.0276	 0.0327	 0.0917	 0.0979	 0.1047	0	Orion                              	083.3631	-04.9745
     230	Orion            	207.9	-16.8	 0.7397	 0.7448	 0.7502	 0.2244	 0.2271	 0.2294	 7.9973	 8.0700	 8.1188	 397	 411	 420	 0.0217	 0.0270	 0.0326	 0.0247	 0.0289	 0.0340	 0.0622	 0.0649	 0.0676	0	Orion                              	085.6417	-03.2713
     231	Orion            	214.7	-19.0	 0.6879	 0.6938	 0.6996	 0.2676	 0.2709	 0.2741	 8.0668	 8.0960	 8.1191	 410	 416	 420	 0.0225	 0.0283	 0.0358	 0.0328	 0.0392	 0.0462	 0.0626	 0.0660	 0.0694	0	Orion                              	086.5543	-10.0448
     232	Orion            	209.8	-19.5	 0.4242	 0.4389	 0.4527	 0.1460	 0.1837	 0.2313	 8.0697	 8.2075	 8.2849	 411	 438	 453	 0.0368	 0.0444	 0.0558	 0.0197	 0.0236	 0.0281	 0.1216	 0.1331	 0.1461	0	Orion                              	084.0515	-06.1064
     233	Orion            	202.0	-14.0	 0.6551	 0.6598	 0.6643	 0.1333	 0.1348	 0.1362	 7.9979	 8.0063	 8.0305	 397	 399	 403	 0.0168	 0.0201	 0.0239	 0.0286	 0.0337	 0.0404	 0.0425	 0.0440	 0.0456	0	Orion                              	085.4234	+03.0641
     234	Orion            	204.7	-19.2	 0.6478	 0.6584	 0.6695	 0.0472	 0.0486	 0.0499	 8.0127	 8.1094	 8.1845	 400	 418	 433	 0.0143	 0.0173	 0.0208	 0.0510	 0.0633	 0.0749	 0.0257	 0.0271	 0.0287	0	Orion                              	082.0967	-01.6972
     235	Orion            	207.4	-16.0	 0.6415	 0.6466	 0.6519	 0.2069	 0.2580	 0.3135	 8.2610	 8.2743	 8.3107	 448	 451	 459	 0.0255	 0.0320	 0.0400	 0.0269	 0.0320	 0.0387	 0.0712	 0.0745	 0.0778	1	Orion                              	086.1310	-02.4768
     236	Orion            	204.8	-13.3	 0.6659	 0.6698	 0.6736	 0.1761	 0.2183	 0.2629	 8.0690	 8.0913	 8.1147	 410	 415	 419	 0.0169	 0.0209	 0.0257	 0.0237	 0.0284	 0.0347	 0.0612	 0.0635	 0.0658	1	Orion                              	087.3408	+01.0094
     237	Orion            	212.4	-17.3	 0.6937	 0.6997	 0.7055	 0.1472	 0.1490	 0.1508	 8.3533	 8.5907	 8.6718	 468	 522	 542	 0.0133	 0.0164	 0.0195	 0.0650	 0.0789	 0.0897	 0.0409	 0.0425	 0.0443	0	Orion                              	087.1405	-07.3373
     238	Orion            	201.3	-13.8	 0.6500	 0.6545	 0.6589	 0.1167	 0.1179	 0.1191	 8.0672	 8.1172	 8.1511	 410	 420	 426	 0.0138	 0.0164	 0.0195	 0.0337	 0.0424	 0.0519	 0.0324	 0.0336	 0.0349	0	Orion                              	085.2682	+03.7553
     239	Orion_Lam        	192.3	-08.9	 0.7208	 0.7239	 0.7272	 0.1862	 0.1874	 0.1886	 7.9522	 8.0453	 8.1279	 389	 406	 422	 0.0147	 0.0176	 0.0211	 0.0317	 0.0374	 0.0464	 0.0403	 0.0415	 0.0427	0	NAME lam Ori Complex               	085.0835	+13.8439
     240	Orion_Lam        	196.7	-16.1	 0.6241	 0.6290	 0.6344	 0.1717	 0.1740	 0.1763	 8.1140	 8.1497	 8.1996	 419	 426	 436	 0.0332	 0.0399	 0.0466	 0.0206	 0.0244	 0.0286	 0.0569	 0.0591	 0.0613	0	NAME lam Ori Complex               	081.0434	+06.4633
     241	Orion_Lam        	195.5	-13.7	 0.6468	 0.6522	 0.6571	 0.0838	 0.0849	 0.0858	 7.9411	 8.0065	 8.0833	 387	 399	 413	 0.0123	 0.0148	 0.0175	 0.0347	 0.0405	 0.0474	 0.0292	 0.0303	 0.0314	0	NAME lam Ori Complex               	082.5260	+08.6870
     242	Orion_Lam        	199.6	-11.9	 0.7385	 0.7422	 0.7454	 0.2617	 0.3149	 0.3173	 7.9501	 7.9741	 8.0201	 389	 393	 401	 0.0192	 0.0234	 0.0286	 0.0298	 0.0357	 0.0427	 0.0569	 0.0589	 0.0611	0	NAME lam Ori Complex               	086.1181	+06.1302
     243	Orion_Lam        	194.8	-12.1	 0.7542	 0.7607	 0.7674	 0.0995	 0.1010	 0.1023	 8.0992	 8.1350	 8.1934	 416	 423	 435	 0.0139	 0.0166	 0.0197	 0.0438	 0.0519	 0.0625	 0.0335	 0.0348	 0.0363	0	NAME lam Ori Complex               	083.5650	+10.0922
     244	Orion_Lam        	194.7	-10.1	 0.6796	 0.6837	 0.6878	 0.1258	 0.1269	 0.1280	 8.1199	 8.1457	 8.2681	 420	 425	 450	 0.0131	 0.0155	 0.0183	 0.0186	 0.0220	 0.0259	 0.0411	 0.0423	 0.0435	0	NAME lam Ori Complex               	085.2651	+11.1960
     245	Orion_Lam        	196.9	-08.2	 0.6768	 0.6802	 0.6838	 0.1571	 0.1584	 0.1595	 7.9355	 7.9804	 8.0519	 386	 394	 407	 0.0122	 0.0143	 0.0167	 0.0203	 0.0242	 0.0296	 0.0473	 0.0485	 0.0497	0	NAME lam Ori Complex               	088.0459	+10.2673
     246	Pegasus          	104.2	-31.7	 0.7874	 0.8020	 0.8167	 0.0696	 0.0742	 0.0763	 7.1902	 7.3303	 7.4411	 274	 292	 307	 0.0147	 0.0183	 0.0228	 0.0286	 0.0350	 0.0430	 0.0326	 0.0347	 0.0367	0	NAME Pegasus Cloud                 	354.7417	+28.5220
     247	Pegasus          	088.8	-41.3	 0.6321	 0.6449	 0.6581	 0.0944	 0.1062	 0.1097	 6.8008	 6.8837	 6.9790	 229	 238	 248	 0.0177	 0.0225	 0.0284	 0.0365	 0.0473	 0.0621	 0.0540	 0.0574	 0.0608	0	NAME Pegasus Cloud                 	347.0328	+14.6252
     248	Pegasus          	092.2	-34.7	 0.6224	 0.6335	 0.6437	 0.0851	 0.0891	 0.0916	 6.0104	 7.0612	 7.3111	 159	 258	 289	 0.0184	 0.0231	 0.0288	 0.0400	 0.0538	 0.0680	 0.0324	 0.0348	 0.0377	0	NAME Pegasus Cloud                 	345.9807	+21.6763
     249	Pegasus          	095.3	-35.7	 0.7604	 0.7742	 0.7877	 0.0879	 0.0920	 0.0943	 6.9265	 7.0552	 7.2077	 242	 257	 276	 0.0170	 0.0211	 0.0264	 0.0362	 0.0448	 0.0552	 0.0351	 0.0376	 0.0403	0	NAME Pegasus Cloud                 	348.8964	+21.9765
     250	Pegasus          	105.6	-30.6	 0.7733	 0.7866	 0.8004	 0.0709	 0.0746	 0.0766	 6.9148	 7.0469	 7.1708	 241	 256	 271	 0.0150	 0.0184	 0.0223	 0.0247	 0.0312	 0.0395	 0.0298	 0.0318	 0.0337	0	NAME Pegasus Cloud                 	355.6466	+29.9440
     251	Perseus          	159.9	-18.1	 0.7530	 0.7570	 0.7614	 0.2395	 0.2417	 0.2437	 7.2754	 7.4241	 7.5253	 285	 305	 319	 0.0277	 0.0333	 0.0400	 0.0384	 0.0456	 0.0549	 0.0373	 0.0395	 0.0414	0	NAME Perseus Cloud                 	055.4060	+32.2913
     252	Perseus          	158.6	-19.9	 0.6514	 0.6577	 0.6644	 0.2372	 0.2411	 0.2448	 7.2785	 7.3262	 7.4343	 285	 291	 306	 0.0263	 0.0338	 0.0419	 0.0318	 0.0392	 0.0489	 0.0740	 0.0773	 0.0807	0	NAME Perseus Cloud                 	052.9523	+31.6449
     253	Perseus          	158.5	-22.1	 0.5896	 0.5985	 0.6074	 0.1374	 0.1410	 0.1444	 6.8171	 6.9283	 7.0378	 230	 243	 255	 0.0324	 0.0411	 0.0506	 0.0369	 0.0451	 0.0571	 0.0679	 0.0722	 0.0769	0	NAME Perseus Cloud                 	051.3200	+29.9469
     254	Perseus          	159.3	-20.6	 0.5334	 0.5415	 0.5489	 0.1909	 0.1961	 0.2006	 7.1418	 7.2113	 7.3044	 268	 276	 288	 0.0391	 0.0484	 0.0609	 0.0346	 0.0428	 0.0548	 0.0807	 0.0860	 0.0916	0	NAME Perseus Cloud                 	053.0592	+30.6894
     255	Perseus          	159.7	-19.7	 0.4883	 0.4966	 0.5049	 0.2700	 0.2783	 0.2862	 7.5438	 7.7028	 7.8382	 322	 347	 369	 0.0257	 0.0332	 0.0423	 0.0408	 0.0493	 0.0612	 0.1158	 0.1233	 0.1314	0	NAME Perseus Cloud                 	054.0518	+31.1647
     256	Perseus          	159.9	-18.9	 0.6226	 0.6300	 0.6371	 0.2301	 0.2349	 0.2389	 7.1263	 7.2314	 7.3693	 266	 279	 297	 0.0224	 0.0284	 0.0363	 0.0385	 0.0462	 0.0556	 0.0793	 0.0838	 0.0884	0	NAME Perseus Cloud                 	054.8109	+31.6707
     257	Perseus          	159.4	-21.3	 0.5801	 0.5877	 0.5952	 0.1183	 0.1219	 0.1245	 6.0846	 6.8531	 7.1830	 164	 234	 273	 0.0218	 0.0269	 0.0328	 0.0405	 0.0546	 0.0687	 0.0595	 0.0623	 0.0650	0	NAME Perseus Cloud                 	052.6477	+30.0788
     258	Perseus          	157.8	-22.8	 0.6499	 0.6562	 0.6623	 0.2016	 0.2057	 0.2086	 7.0555	 7.1091	 7.1984	 257	 264	 275	 0.0179	 0.0225	 0.0285	 0.0433	 0.0550	 0.0683	 0.0504	 0.0532	 0.0559	0	NAME Perseus Cloud                 	050.2410	+29.7655
     259	Perseus          	160.8	-17.0	 0.6558	 0.6608	 0.6656	 0.1324	 0.1341	 0.1355	 7.1738	 7.2121	 7.2596	 272	 276	 283	 0.0222	 0.0267	 0.0319	 0.0896	 0.1023	 0.1173	 0.0502	 0.0523	 0.0545	0	NAME Perseus Cloud                 	057.0218	+32.5859
     260	Perseus          	160.8	-18.7	 0.8071	 0.8113	 0.8152	 0.2939	 0.2964	 0.2984	 7.1573	 7.2802	 7.4121	 270	 285	 303	 0.0173	 0.0210	 0.0258	 0.0771	 0.0894	 0.1050	 0.0354	 0.0374	 0.0395	0	NAME Perseus Cloud                 	055.7321	+31.2851
     261	Perseus          	159.1	-21.1	 0.5161	 0.5226	 0.5289	 0.1770	 0.1814	 0.1851	 7.2161	 7.3222	 7.4322	 277	 291	 306	 0.0254	 0.0319	 0.0394	 0.0396	 0.0495	 0.0619	 0.0825	 0.0873	 0.0921	0	NAME Perseus Cloud                 	052.5325	+30.4080
     262	Perseus          	157.7	-21.4	 0.6176	 0.6236	 0.6292	 0.1736	 0.1772	 0.1798	 6.7977	 6.9080	 7.0017	 228	 240	 251	 0.0244	 0.0302	 0.0370	 0.0451	 0.0621	 0.0819	 0.0493	 0.0521	 0.0549	0	NAME Perseus Cloud                 	051.1098	+30.9516
     263	Perseus          	158.2	-20.9	 0.5464	 0.5542	 0.5616	 0.1800	 0.1847	 0.1887	 7.2311	 7.2968	 7.3556	 279	 287	 295	 0.0366	 0.0450	 0.0557	 0.0412	 0.0502	 0.0609	 0.0759	 0.0801	 0.0843	0	NAME Perseus Cloud                 	051.8944	+31.0752
     264	Perseus          	157.5	-17.9	 0.7632	 0.7685	 0.7739	 0.1470	 0.1489	 0.1504	 7.2305	 7.2960	 7.3527	 279	 287	 295	 0.0135	 0.0165	 0.0199	 0.0477	 0.0568	 0.0692	 0.0287	 0.0302	 0.0317	0	NAME Perseus Cloud                 	053.4185	+33.8650
     265	Perseus          	160.4	-17.2	 0.6790	 0.6843	 0.6889	 0.2724	 0.2757	 0.2784	 7.1477	 7.2678	 7.3740	 268	 284	 298	 0.0296	 0.0374	 0.0451	 0.0660	 0.0765	 0.0883	 0.0628	 0.0663	 0.0696	0	NAME Perseus Cloud                 	056.5218	+32.6801
     266	Perseus          	160.0	-17.6	 0.6916	 0.6960	 0.7009	 0.2577	 0.2602	 0.2629	 7.5344	 7.6015	 7.7007	 321	 331	 346	 0.0272	 0.0336	 0.0413	 0.0632	 0.0742	 0.0873	 0.0593	 0.0621	 0.0650	0	NAME Perseus Cloud                 	055.8694	+32.6171
     267	Perseus          	160.4	-16.7	 0.4913	 0.4982	 0.5047	 0.1445	 0.1485	 0.1519	 6.6322	 7.0422	 7.2147	 212	 256	 277	 0.0410	 0.0503	 0.0617	 0.0508	 0.0624	 0.0757	 0.0827	 0.0868	 0.0911	0	NAME Perseus Cloud                 	056.9056	+33.0624
     268	Perseus          	160.7	-16.3	 0.6709	 0.6765	 0.6821	 0.1427	 0.1445	 0.1462	 7.3079	 7.3628	 7.4288	 289	 296	 306	 0.0173	 0.0209	 0.0252	 0.0576	 0.0671	 0.0786	 0.0530	 0.0550	 0.0571	0	NAME Perseus Cloud                 	057.4768	+33.1802
     269	Pipe_B59         	356.9	+07.3	 0.5593	 0.5652	 0.5713	 0.1801	 0.2233	 0.2722	 6.2020	 6.2764	 6.3449	 173	 180	 185	 0.0350	 0.0455	 0.0587	 0.0244	 0.0294	 0.0363	 0.1045	 0.1092	 0.1139	1	Barnard 59                         	257.5612	-27.4736
     270	Polaris          	123.5	+37.9	 1.0277	 1.0884	 1.1402	 0.0539	 0.0648	 0.0693	 8.1912	 8.3721	 8.5261	 434	 472	 507	 0.0191	 0.0244	 0.0316	 0.0283	 0.0353	 0.0440	 0.0238	 0.0276	 0.0320	0	NAME Polaris Cirrus Cloud          	190.4627	+79.2177
     271	Polaris          	129.5	+17.3	 0.6881	 0.6956	 0.7031	 0.1037	 0.1056	 0.1073	 7.5459	 7.6650	 7.7879	 322	 341	 361	 0.0131	 0.0161	 0.0194	 0.0519	 0.0625	 0.0732	 0.0406	 0.0422	 0.0438	0	NAME Polaris Cirrus Cloud          	045.9108	+78.4490
     272	Polaris          	126.3	+21.2	 0.7154	 0.7257	 0.7354	 0.1031	 0.1055	 0.1074	 7.6130	 7.6795	 7.7160	 333	 343	 349	 0.0149	 0.0183	 0.0219	 0.0285	 0.0349	 0.0432	 0.0406	 0.0427	 0.0449	0	NAME Polaris Cirrus Cloud          	040.9675	+83.3237
     273	RCW38            	268.0	-01.2	 0.5754	 0.5780	 0.5805	 1.0726	 1.0776	 1.0825	10.9910	11.0141	11.0750	1578	1595	1640	 0.2076	 0.2259	 0.2431	 0.1343	 0.1408	 0.1482	 0.0751	 0.0778	 0.0809	1	RCW38                              	134.6710	-47.6489
     274	RCW38            	267.7	-01.2	 0.5701	 0.5724	 0.5747	 1.0598	 1.0642	 1.0685	11.0554	11.0876	11.1100	1625	1650	1667	 0.1295	 0.1440	 0.1594	 0.1449	 0.1514	 0.1588	 0.0809	 0.0834	 0.0862	1	RCW38                              	134.3810	-47.4217
